Title,Sale price,Merchant,Division,Category,Sub category,Artice type,Fabric,Occasion,Pattern,Image URL
Brown Printed Flared Skirt,2198,jabong,clothing & accessories,western wear,skirts,"Capris, Shorts & Skirts",5,,printed,http://static1.jassets.com/p/Saadgi-Brown-Printed-Flared-Skirt-7215-143384003-1-catalog_m.jpg
Blue Washed Johnny Skinny Fit Stretchable Jeans,3499,jabong,clothing & accessories,jeans,jeans,Jeans,5,,,http://static4.jassets.com/p/Alcott-Blue-Washed-Johnny-Skinny-Fit-Stretchable-Jeans-0549-224017003-1-catalog_m.jpg
Grey Printed T Shirt,1699,jabong,clothing & accessories,tops & tees,tops & tees,Tees,2,,printed,http://static4.jassets.com/p/Esprit-Grey-Printed-T-Shirt-8697-552180003-1-catalog_m.jpg
Grey Washed Slim Fit Jeans,3499,jabong,clothing & accessories,jeans,jeans,Jeans,5,,,http://static1.jassets.com/p/DERBY-JEANS-COMMUNITY-Grey-Washed-Slim-Fit-Jeans-6299-355576003-1-catalog_m.jpg
IndiWeaves Multi 3/4ths Pack of 2,1292,snapdeal,,,,Shorts & 3/4ths,5,,2,https://n1.sdlcdn.com/imgs/d/2/d/large/IndiWeaves-Multi-3-4ths-Pack-SDL319485824-1-93772.jpg
Blue Mid Rise Slim Fit Jeans,1999,jabong,clothing & accessories,jeans,jeans,Jeans,5,,,http://static3.jassets.com/p/HERE-NOW-Blue-Mid-Rise-Slim-Fit-Jeans-0926-263795003-1-catalog_m.jpg
Saree Mall White and Beige Cotton Dress Material,3299,snapdeal,,,,Dress Materials,5,,,https://n1.sdlcdn.com/imgs/g/8/u/large/Saree-Mall-Beige-Cotton-Dress-SDL348828809-1-d6e1d.jpeg
White Embroidered T Shirt,1649,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tees,5,,embroidered,http://static2.jassets.com/p/Park-Avenue-White-Embroidered-T-Shirt-7288-785040003-1-catalog_m.jpg
Babeezworld Multicolor Trackpant - Set of 2,599,snapdeal,,,,Trackpants,5,,,https://n2.sdlcdn.com/imgs/e/u/3/large/Babeezworld-Multicolor-Trackpant-Set-of-SDL208439648-1-81697.jpg
Grey Printed Henley T-Shirt,699,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,printed,http://static4.jassets.com/p/Roadster-Grey-Printed-Henley-T-Shirt-0474-394891003-1-catalog_m.jpg
Being Fab Blue Jeans Regular,1490,snapdeal,,,,Jeans Jeggings & Tights,5,,,https://n4.sdlcdn.com/imgs/b/3/o/large/Being-Fab-Blue-Jeans-Regular-SDL238334214-1-5b9cb.jpg
Charcoal Grey Solid Regular Fit Round Neck T-Shirt,899,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,2,http://static2.jassets.com/p/Rigo-Charcoal-Grey-Solid-Regular-Fit-Round-Neck-T-Shirt-4493-930831003-1-catalog_m.jpg
Urban Scottish Blue Casual Slim Fit Shirt,1599,snapdeal,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,checkered,http://n1.sdlcdn.com/imgs/f/p/5/230x258/Urban-Scottish-Blue-Casual-Slim-SDL084123245-1-bda9c.jpg
Adores Kurta & Chudidar With Embriodery - Green,2399,firstcry,clothing & accessories,2 wear,kurtas,kurta,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1544825a.jpg
Ganga Beige Cotton Dress Material,3600,snapdeal,,,,Dress Materials,5,,,https://n4.sdlcdn.com/imgs/i/c/1/large/Ganga-Beige-Cotton-Dress-Material-SDL299951559-1-97718.jpg
Blue Solid Slim Fit Polo T-Shirt,1999,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,2,http://static1.jassets.com/p/ColorPlus-Blue-Solid-Slim-Fit-Polo-T-Shirt-6544-960249003-1-catalog_m.jpg
Pink Printed T Shirt,1599,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tees,5,,printed,http://static1.jassets.com/p/Tommy-Hilfiger-Pink-Printed-T-Shirt-4998-960396003-1-catalog_m.jpg
Gold Dust Poly Cotton Boy Shorts,959,snapdeal,clothing & accessories,lingerie & nightwear,lingerie & underwear,Panties,5,,,http://n1.sdlcdn.com/imgs/f/e/p/230x258/Gold-Dust-Poly-Cotton-Boy-SDL944255772-1-621cc.jpg
Cotton Zari Stripe Long Kurta,490,fabindia,clothing & accessories,2 wear,kurtas,Boys,5,,2,http://images-cdn.azureedge.net/azure/in-resources/bd5c1517-8d80-48d7-8e8e-365433ad124f/Images/ProductImages/Source/10449026-f-161216.jpg;width=285;height=362;scale=canvas;anchor=bottomcenter
Pink T-Shirt,399,jabong,clothing & accessories,tops & tees,tops & tees,Tops & T-shirts,5,,printed,http://static3.jassets.com/p/UFO-Pink-T-Shirt-2590-3945372-1-catalog_m.jpg
Broadstar Cotton Lycra Casual Pants,1399,snapdeal,,,,Pants & Capris,5,,,https://n3.sdlcdn.com/imgs/g/s/9/large/Broadstar-Cotton-Lycra-Casual-Pants-SDL243599990-1-2e404.jpg
Mens 5 Pocket Skinny Straight Fit Heavy Wash Jeans,3399,shoppersstop,clothing & accessories,jeans,jeans,Jeans,2,,,https://sslimages3.shoppersstop.com/sys-master/images/hed/h14/9791868698654/202033517_8408.jpg_230Wx334H
Dhruvi Cotton Maroon Regular Dress,2299,snapdeal,,,,Dresses,5,,,https://n4.sdlcdn.com/imgs/i/e/6/large/Dhruvi-Cotton-Maroon-Regular-Dress-SDL578812258-1-610df.jpeg
Aqua Blue Printed Casual Shirt,1699,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,printed,http://static3.jassets.com/p/Status-Quo-Aqua-Blue-Printed-Regular-Fit-Casual-Shirt-2030-3071891-1-catalog_m.jpg
Blue Solid High Neck T-Shirt,999,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,2,http://static4.jassets.com/p/Octave-Blue-Solid-High-Neck-T-Shirt-3020-027588003-1-catalog_m.jpg
Grey Printed Round Neck T-Shirt,1249,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,printed,http://static1.jassets.com/p/Forever-21-FOREVER-21-Men-Grey-Printed-Round-Neck-T-shirt-1139-358764003-1-catalog_m.jpg
Red Solid Tank Top,299,jabong,clothing & accessories,western wear,"shirts, tops & tees",Tops,5,,2,http://static4.jassets.com/p/Ginger-By-Lifestyle-Red-Solid-Tank-Top-2857-769401003-1-catalog_m.jpg
Level Green Hooded Sweatshirt,899,snapdeal,clothing & accessories,sweatshirts & hoodies,sweatshirts & hoodies,Sweatshirts,5,,plain,http://n1.sdlcdn.com/imgs/e/s/u/230x258/Level-Green-Hooded-Sweatshirt-SDL077355451-1-3a048.jpg
Yellow Party Top,799,jabong,clothing & accessories,western wear,"shirts, tops & tees",Tops & T-shirts,5,,,http://static3.jassets.com/p/Stylestone-Yellow-Party-Top-5218-5887322-1-catalog_m.jpg
Bonkerz Cooloest Kid Ever Design Full Length Lounge Pant - Red,500,firstcry,,,,lounge pant,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/2464005a.jpg
Indiweaves Baby Girls Cotton Solid Leggings (Pack Of 10),1999,snapdeal,,,,Leggings,5,,,https://n2.sdlcdn.com/imgs/i/b/1/large/Indiweaves-Baby-Girls-Cotton-Solid-SDL658515620-1-88057.jpg
Pepe Jeans Black Slim Flat Chinos,2999,snapdeal,clothing & accessories,trousers,casuals,Trousers & Chinos,5,,,https://n2.sdlcdn.com/imgs/f/b/x/large/Pepe-Jeans-Black-Slim-Flat-SDL505727426-1-9d9bd.jpg
Beige Textured Slim Fit Chinos,1999,jabong,clothing & accessories,trousers,casuals,Casual Trousers,5,,textured,http://static4.jassets.com/p/Rodamo-Beige-Textured-Slim-Fit-Chinos-0106-033887003-1-catalog_m.jpg
Grey Printed Joggers,999,jabong,clothing & accessories,sportswear,track pants,Track Wear,5,,printed,http://static3.jassets.com/p/Splash-Grey-Printed-Joggers-1677-470875003-1-catalog_m.jpg
Beige Printed Cotton Kurti,899,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,5,,printed,http://static3.jassets.com/p/Aabroo-Beige-Printed-Cotton-Kurti-1018-0570082-1-catalog_m.jpg
Nmd Tee Aop Adidas Originals Khaki Round Neck T-Shirt,4999,jabong,clothing & accessories,sportswear,sports t-shirts,Polos & Tees,5,,printed,http://static3.jassets.com/p/Adidas-Originals-Nmd-Tee-Aop-Adidas-Originals-Khaki-Round-Neck-T-Shirt-7778-743716003-1-catalog_m.jpg
Green Printed Regular Fit Round Neck T-shirts,995,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,printed,http://static1.jassets.com/p/Duke-Green-Printed-Regular-Fit-Round-Neck-T-shirts-0944-429298003-1-catalog_m.jpg
Cotton Nagari Chinese Collar Short Kurta,990,fabindia,clothing & accessories,2 wear,kurtas,Short Kurtas,5,,2,https://images-cdn.azureedge.net/azure/in-resources/bd5c1517-8d80-48d7-8e8e-365433ad124f/Images/ProductImages/Source/10499240-f-221217.jpg;width=285;height=362;scale=canvas;anchor=bottomcenter
Babyhug Half Sleeves Night Suit Dino Print - White Red,499,firstcry,clothing & accessories,tops & tees,t-shirts,Night Suit,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1848230a.jpg
Cotton Dobby Rollup Sleeve Kurta Shirt,1290,fabindia,,,,Shirts,5,,2,https://www.fabindia.com/ccstore/v1/images/?source=/file/v5092868862141474166/products/10538779GY.f.09112018.jpg
Neva Cotton Topwear - Grey,364,snapdeal,,,,Thermals,5,,,https://n2.sdlcdn.com/imgs/h/l/f/large/Neva-Cotton-Topwear-Grey-SDL906389560-1-e5369.jpeg
Fido Shorts With Drawstring - Blue Black,240,firstcry,,,,Shorts,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/2453094a.jpg
Spunk White Round T-Shirt,999,snapdeal,clothing & accessories,t-shirts & polos,t-shirts,T Shirts,5,,printed,http://n1.sdlcdn.com/imgs/d/4/r/230x258/Spunk-White-Round-T-Shirt-SDL662594435-1-84372.jpg
Babyhug Three Fourth Sleeves Top - Peach,289,firstcry,clothing & accessories,western wear,"shirts, tops & tees",Three Fourth Sleeves Top,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1408494a.jpg
Orange T-Shirt,699,jabong,clothing & accessories,t-shirts & polos,polos,T-Shirts & Polos,5,,,http://static1.jassets.com/p/Yk-Orange-T-Shirt-1080-452112003-1-catalog_m.jpg
Trends Tower Grey Half Sleeve T-Shirt,899,snapdeal,,,,T Shirts,5,,printed,https://n4.sdlcdn.com/imgs/h/l/b/large/Trends-Tower-Grey-Half-Sleeve-SDL566302669-1-3bf56.jpg
Destroyed Crew Tee,1049,forever21,clothing & accessories,t-shirts & polos,t-shirts,,5,,,https://www.forever21.com/images/default_330/00103168-03.jpg
Gkidz  Girls Multicolor Cotton T Shirts and Girls Cotton Skirts,1598,snapdeal,,,,Top & Bottom Sets,5,,,https://n1.sdlcdn.com/imgs/g/x/b/large/Gkidz-Girls-Multicolor-Cotton-T-SDL567462463-1-221b5.jpg
Souminie Women's Cotton Bra - Set Of 3,510,homeshop18,clothing & accessories,lingerie & nightwear,lingerie & underwear,Bra Combos,5,,,http://stat.homeshop18.com/homeshop18/images/productImages/949/souminie-womens-5-bra-set-of-3-240X336-5X7-673603528c2f4667b0fc65ec725135c7.jpg
Red & Navy Blue Printed Lounge Set 506518,899,jabong,clothing & accessories,lingerie & nightwear,nightwear,Twin Sets & Dungarees,2,,2,http://static3.jassets.com/p/Sweet-Dreams-Red---Navy-Blue-Printed-Lounge-Set-506518-7173-574210103-1-catalog_m.jpg
Mothercare Full Sleeves T-Shirt Vehicle Print - Teal Blue,399,firstcry,clothing & accessories,tops & tees,t-shirts,Full sleeves tee,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1660385a.jpg
Try This Grey Full Sleeve T-Shirt Pack of 1,999,snapdeal,,,,T Shirts,5,,2,https://n4.sdlcdn.com/imgs/h/j/3/large/Try-This-Grey-Full-Sleeve-SDL950511952-1-e99fe.jpeg
Grey Solid Henley T-Shirt,1049,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,2,http://static4.jassets.com/p/Slub-Grey-Solid-Henley-T-Shirt-3719-4200872-1-catalog_m.jpg
Essence Poly Cotton Jeans - Black,999,snapdeal,,,,Jeans Jeggings & Tights,5,,,https://n2.sdlcdn.com/imgs/h/j/n/large/Essence-Poly-Cotton-Jeans-Black-SDL808925570-1-79626.jpeg
Snoogg Printed Men Round Neck Blue T-Shirt,799,flipkart,clothing & accessories,t-shirts & polos,t-shirts,Snoogg T-Shirts,5,,,https://rukminim1.flixcart.com/image/200/200/j5vcknk0/t-shirt/j/b/b/m-rpc-9610-ttm-m-snoogg-original-imaew94vnpkkxchp.jpeg?q=90
Carter's 3-Piece Little Jacket Set - Navy Cream,1749,firstcry,clothing & accessories,baby,baby girls 0-24m,coordinate set,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1286478a.jpg
Studio Nexx Grey Slim Jeans,1999,snapdeal,,,,Jeans,2,,,https://n4.sdlcdn.com/imgs/h/6/t/large/Studio-Nexx-Grey-Slim-Jeans-SDL465211433-1-3d450.jpeg
Blue Washed Shorts,2699,jabong,clothing & accessories,western wear,shorts,"Capris, Shorts & Skirts",5,,,http://static3.jassets.com/p/Vero-Moda-Blue-Washed-Shorts-7656-746310003-1-catalog_m.jpg
Blue Slim Fit Jeans,2799,jabong,clothing & accessories,jeans,jeans,Jeans,5,,,http://static2.jassets.com/p/Wrogn-Blue-Slim-Fit-Jeans-1005-903506003-1-catalog_m.jpg
Blue Tussar Cotton Zari Embroidery Detail Mini Kurta,1890,fabindia,,,,Knee Length Kurta,5,,2,https://www.fabindia.com/ccstore/v1/images/?source=/file/v3381395792347468505/products/10432654BU.10432654.f.260916.jpg
Mens 5 Pocket Stretch Jeans,3399,shoppersstop,clothing & accessories,jeans,jeans,Jeans,5,,,https://sslimages2.shoppersstop.com/sys-master/images/h5d/hb6/9460681375774/201275978_9328.jpg_230Wx334H
Z Decor Multi Double Blanket (Buy 1 Get 1 free),1499,snapdeal,,,,Blankets,5,,,https://n2.sdlcdn.com/imgs/b/b/i/large/Z-Decor-Multi-Double-Blanket-SDL830987033-1-c0091.jpeg
Maroon Checked Blouse,3040,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,5,,checkered,http://static4.jassets.com/p/JC-Collection-Maroon-Checked-Blouse-7240-071024003-1-catalog_m.jpg
Cotton Jute Woven Tapish Table Runner,330,fabindia,,,,Runners,5,,2,https://www.fabindia.com/ccstore/v1/images/?source=/file/v6523285541741081874/products/10566683BU.f.27112018.jpg
Jash Kids Half Sleeves Shirt Leaves Print - Green,665,firstcry,clothing & accessories,t-shirts & polos,t-shirts,Shirt,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1855608a.jpg
Blue Casual Top,1999,jabong,clothing & accessories,t-shirts & polos,t-shirts,Tops & T-shirts,5,,striped,http://static1.jassets.com/p/Tommy-Hilfiger-Blue-Casual-Top-1262-881601003-1-catalog_m.jpg
Rikidoos Aqua Theme & Striped Full Sleeves Blazer - Light Blue,999,firstcry,,,,blazer,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/2479844a.jpg
Black Solid Polo T-Shirt,599,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,2,http://static2.jassets.com/p/Mode-Vetements-Black-Solid-Polo-T-Shirt-7240-9263402-1-catalog_m.jpg
Cotton Printed Placket Cotton Kurta,1290,fabindia,clothing & accessories,2 wear,kurtas,Tops,5,,printed,https://images-cdn.azureedge.net/azure/in-resources/bd5c1517-8d80-48d7-8e8e-365433ad124f/Images/ProductImages/Source/10509692-f-250318.jpg;width=285;height=362;scale=canvas;anchor=bottomcenter
Blue Printed Kurta,1299,jabong,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,5,,printed,http://static1.jassets.com/p/Avaana-Blue-Printed-Kurta-2137-665721003-1-catalog_m.jpg
Blue Solid Shirt,1999,jabong,clothing & accessories,shirts,formal shirts,Shirts,5,,2,http://static1.jassets.com/p/Park-Avenue-Blue-Solid-Shirt-4369-769620003-1-catalog_m.jpg
Beige Solid Hooded Sweatshirt,1499,jabong,clothing & accessories,sweatshirts & hoodies,sweatshirts & hoodies,Sweatshirts,5,,2,http://static4.jassets.com/p/Roadster-Beige-Solid-Hooded-Sweatshirt-1654-216594003-1-catalog_m.jpg
Nuteez Multi Pyjamas,1198,snapdeal,clothing & accessories,lingerie & nightwear,nightwear,Sleepwear,5,,,http://n1.sdlcdn.com/imgs/f/b/8/230x258/Nuteez-Multi-Pyjamas-SDL007730334-1-73789.jpg
22B Dark Blue Slim -Fit Flat Trousers,999,snapdeal,,,,Trousers & Chinos,5,,,https://n1.sdlcdn.com/imgs/h/d/n/large/22B-Dark-Blue-Slim-Fit-SDL360540735-1-60145.jpg
Blue Printed Shorts,3999,jabong,clothing & accessories,shorts,shorts,Shorts & 3/4ths,5,,printed,http://static4.jassets.com/p/Tommy-Hilfiger-Blue-Printed-Shorts-9690-865384003-1-catalog_m.jpg
Brown Striped Blouse,699,jabong,clothing & accessories,western wear,"tops, tees & shirts",Tops,5,,striped,http://static1.jassets.com/p/Roadster-Brown-Striped-Blouse-0513-119744003-1-catalog_m.jpg
SHOWOFF Maroon Cotton Kurta Single,1499,snapdeal,,,,Kurtas,5,,plain,https://n3.sdlcdn.com/imgs/g/t/x/large/SHOWOFF-Maroon-Cotton-Kurta-Single-SDL751032391-1-4f3a7.jpg
Evah London Regular Women Blue Jeans,1899,flipkart,clothing & accessories,western wear,jeans,Jeans & Shorts,5,,,https://rukminim1.flixcart.com/image/200/200/j63x7rk0/jean/f/a/s/26-ws16rs004d-evah-london-original-imaewngxzjwsxbqz.jpeg?q=90
IndiWeaves Cotton T-Shirts,1699,snapdeal,clothing & accessories,tops & tees,tops & tees,Tees & Polo,5,,,http://n1.sdlcdn.com/imgs/f/m/r/230x258/IndiWeaves-Cotton-T-Shirts-SDL574625937-1-6eb4b.jpg
Stylobby Cotton Pack of 10 Patiala,4999,snapdeal,,,,Salwars & Leggings,5,,,https://n2.sdlcdn.com/imgs/d/y/s/large/Stylobby-Cotton-Pack-of-10-SDL560404520-1-5b9ba.jpg
Grey Solid Casual Shirt,2099,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,2,http://static4.jassets.com/p/HRX-by-Hrithik-Roshan-Grey-Solid-Casual-Shirt-0800-801192003-1-catalog_m.jpg
Colors & Blends Blue Round T-Shirt,900,snapdeal,clothing & accessories,t-shirts & polos,t-shirts,T Shirts,5,,plain,http://n1.sdlcdn.com/imgs/e/w/g/230x258/Colors-Blends-Blue-Round-T-SDL785986000-1-55b25.jpg
Pack of 2 Multicoloured Striped Casual Dress,999,jabong,clothing & accessories,western wear,dresses,Dresses & Skirts,5,,striped,http://static1.jassets.com/p/Lil-Orchids-Pack-of-2-Multicoloured-Striped-Casual-Dress-4231-223076003-1-catalog_m.jpg
Green House Multi Cotton Trackpants Pack of 5,3475,snapdeal,,,,Trackpants,5,,plain,https://n2.sdlcdn.com/imgs/g/0/6/large/Green-House-Multi-Cotton-Trackpants-SDL564550439-1-820a5.jpg
Indiweaves Baby Girls Cotton Solid Leggings (Pack Of 9),1799,snapdeal,,,,Leggings,5,,,https://n4.sdlcdn.com/imgs/i/d/p/large/Indiweaves-Baby-Girls-Cotton-Solid-SDL278255582-1-5d943.jpg
Pink Striped Regular Fit Polo T-Shirt,1599,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,striped,http://static2.jassets.com/p/Parx-Pink-Striped-Regular-Fit-Polo-T-Shirt-9583-238560003-1-catalog_m.jpg
Balmy Poly Cotton Boy Shorts,839,snapdeal,clothing & accessories,lingerie & nightwear,lingerie & underwear,Panties,5,,,http://n1.sdlcdn.com/imgs/f/e/m/230x258/Balmy-Poly-Cotton-Boy-Shorts-SDL950746545-1-cd29a.jpg
Blue Textured Slim Fit Henley T-Shirt,1379,jabong,clothing & accessories,t-shirts & polos,polos,Polos & Tees,5,,textured,http://static1.jassets.com/p/American-Elm-Blue-Textured-Slim-Fit-Henley-T-Shirt-7411-253055003-1-catalog_m.jpg
Blue T-Shirt,799,jabong,clothing & accessories,t-shirts & polos,polos,T-Shirts & Polos,5,,printed,http://static2.jassets.com/p/Pepe-Jeans-Blue-T-Shirt-8530-267527003-1-catalog_m.jpg
Grey Melange T-Shirt,599,jabong,clothing & accessories,t-shirts & polos,polos,T-Shirts & Polos,5,,graphic print,http://static3.jassets.com/p/United-Colors-of-Benetton-Grey-Melange-T-Shirt-7777-843597003-1-catalog_m.jpg
Rigo Multi Round T-Shirt Pack of 2,1448,snapdeal,clothing & accessories,t-shirts & polos,t-shirts,T Shirts,5,,,http://n1.sdlcdn.com/imgs/f/e/5/230x258/Rigo-Multi-Round-T-Shirt-SDL700811866-1-c7488.jpg
Red Printed T Shirt,799,jabong,clothing & accessories,tops & tees,tops & tees,Tees,2,,printed,http://static1.jassets.com/p/Esprit-Red-Printed-T-Shirt-3245-068080003-1-catalog_m.jpg
Mom's Love Full length Diaper Leggings Striped - Navy White,199,firstcry,,,,diaper leggings,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/2408050a.jpg
White Solid Slim Fit Casual Shirt,2995,jabong,clothing & accessories,shirts,1 shirts,Casual Shirts,5,,2,http://static2.jassets.com/p/Blackberrys-White-Solid-Slim-Fit-Formal-Shirt-0119-363527003-1-catalog_m.jpg
Rupa Multi Sleeveless Vests Pack of 7,924,snapdeal,,,,Vests,5,,,https://n3.sdlcdn.com/imgs/i/b/j/large/Rupa-Multi-Sleeveless-Vests-Pack-SDL419247938-1-af626.jpg
Off White Striped Sweater,3350,jabong,clothing & accessories,sweaters,pullovers,Sweaters,5,,striped,http://static2.jassets.com/p/Next-Off-White-Striped-Sweater-7449-367756003-1-catalog_m.jpg
Golden Heart T-Shirt White 6-9M,545,snapdeal,,,,"Shirts, T-Shirts & Tops",5,,,https://n1.sdlcdn.com/imgs/g/x/9/large/Golden-Heart-T-Shirt-White-SDL627669269-1-a7cab.jpg
Grey Printed T-Shirt,999,jabong,clothing & accessories,t-shirts & polos,polos,T-Shirts & Polos,5,,printed,http://static4.jassets.com/p/Tom-Tailor-Grey-Printed-T-Shirt-8447-861109003-1-catalog_m.jpg
Scotlane Blue Slim Jeans,1349,snapdeal,,,,Jeans,5,,,https://n2.sdlcdn.com/imgs/i/c/1/large/Scotlane-Blue-Slim-Jeans-SDL516525905-1-5dc81.jpg
Saree Mall Green and Grey Cotton Blend Dress Material,2299,snapdeal,,,,Dress Materials,2,,,https://n4.sdlcdn.com/imgs/h/a/v/large/Saree-Mall-Green-Cotton-Blend-SDL099956281-1-2cd44.jpg
Black Solid Quilted Jacket,4999,jabong,clothing & accessories,jackets,full sleeve jackets,Jackets,5,,2,http://static3.jassets.com/p/Wrogn-Black-Solid-Quilted-Jacket-9644-033142003-1-catalog_m.jpg
Babyhug Full Sleeves Denim Shirt - Light Blue,799,firstcry,clothing & accessories,western wear,"tops, tees & shirts",Shirt,5,,,http://cdn.firstcry.com/brainbees/images/products/219x265/1738026a.jpg
Red Printed Slim Fit Round Neck T-Shirt,899,jabong,clothing & accessories,t-shirts & polos,t-shirts,Polos & Tees,5,,printed,http://static2.jassets.com/p/Pepe-Jeans-Red-Printed-Round-Neck-T-Shirt-8405-0057982-1-catalog_m.jpg
Cream Solid Blouse,1529,jabong,clothing & accessories,western wear,"shirts, tops & tees",Tops,5,,2,http://static3.jassets.com/p/Soie-Cream-Solid-Blouse-2781-0404612-1-catalog_m.jpg
Boys Cotton Printed T-Shirt,399,shoppersstop,clothing & accessories,tops & tees,t-shirts,Topwear,5,,printed,https://sslimages2.shoppersstop.com/sys-master/images/h6a/h74/9258785603614/200589637_9100.png_230Wx334H
